Recipe:
1-Pot, 3-Bean Chicken Stew Recipe - Allrecipes.com
0.74,ounce,italian seasoning
0.88,ounce,coriander
9.34,ounce,tortilla chip
4.67,ounce,monterey

Recipe:
Chicken Tortilla Soup IV Recipe - Allrecipes.com
0.58,ounce,vegetable oil
1.4,ounce,tortilla
33.49,ounce,chicken broth
0.12,ounce,cumin
0.12,ounce,chili powder
0.12,ounce,oregano
20.93,ounce,black bean
20.93,ounce,fresh corn
11.16,ounce,chicken breast
5.58,ounce,salsa
5.58,ounce,coriander

Recipe:
Chicken Tortilla Soup V Recipe - Allrecipes.com
10.84,ounce,chicken breast
0.11,ounce,olive oil
0.11,ounce,garlic
0.06,ounce,cumin
39.3,ounce,chicken broth
10.84,ounce,corn kernel
10.84,ounce,white onion
0.11,ounce,chili powder
0.68,ounce,lemon juice
10.84,ounce,salsa
10.84,ounce,tortilla chip
5.42,ounce,monterey

Recipe:
Chicken Vegetable Barley Soup Recipe - Allrecipes.com
3.54,ounce,almond
0.44,ounce,olive oil
1.77,ounce,white onion
3.54,ounce,celery
14.15,ounce,mushroom
3.54,ounce,garlic
3.54,ounce,carrot
17.69,ounce,potato
10.61,ounce,chicken
35.38,ounce,chicken broth
3.54,ounce,barley
0.44,ounce,butter
1.77,ounce,fresh parsley
0.04,ounce,pepper

Recipe:
Chicken Vegetable Soup Recipe - Allrecipes.com
3.52,ounce,chicken breast
7.05,ounce,white onion
3.52,ounce,garlic
0.88,ounce,butter
8.81,ounce,carrot
28.19,ounce,vegetable juice
28.19,ounce,water
10.57,ounce,fettuccine
0.44,ounce,italian seasoning
8.81,ounce,spinach

Recipe:
Chicken Veggie Soup I Recipe - Allrecipes.com
53.7,ounce,chicken broth
14.81,ounce,carrot
14.81,ounce,potato
16.67,ounce,mushroom

Recipe:
Chicken Veggie Soup II Recipe - Allrecipes.com
0.48,ounce,olive oil
7.6,ounce,chicken breast
3.8,ounce,white onion
3.8,ounce,garlic
7.6,ounce,carrot
7.6,ounce,broccoli
7.6,ounce,cauliflower
7.6,ounce,celery
15.21,ounce,roma tomato
30.42,ounce,chicken broth
7.6,ounce,spinach
0.57,ounce,pepper
0.1,ounce,salt and pepper

Recipe:
Chicken Wild Rice Soup Recipe - Allrecipes.com
44.98,ounce,chicken broth
5.29,ounce,mushroom
5.29,ounce,celery
5.29,ounce,carrot
2.65,ounce,white onion
0.11,ounce,chicken bouillon
0.11,ounce,fresh parsley
0.03,ounce,garlic powder
0.03,ounce,thyme
1.32,ounce,butter
1.32,ounce,flour
7.11,ounce,mushroom soup
15.88,ounce,rice
10.58,ounce,chicken

Recipe:
Chicken Wild Rice Soup I Recipe - Allrecipes.com
2.94,ounce,butter
2.94,ounce,white onion
2.94,ounce,celery
2.94,ounce,carrot
5.89,ounce,mushroom
4.41,ounce,flour
35.32,ounce,chicken broth
11.77,ounce,rice
11.77,ounce,chicken breast
0.06,ounce,salt
0.06,ounce,curry powder
0.06,ounce,mustard powder
0.06,ounce,fresh parsley
0.06,ounce,pepper
5.89,ounce,almond
1.1,ounce,sherry
11.77,ounce,half-and-half

Recipe:
Chicken Wild Rice Soup II Recipe - Allrecipes.com
7.67,ounce,rice
15.34,ounce,water
3.83,ounce,butter
7.67,ounce,chicken breast
3.83,ounce,white onion
3.83,ounce,celery
20.61,ounce,cream of chicken
20.45,ounce,milk
13.9,ounce,carrot
1.44,ounce,almond
1.44,ounce,fresh parsley

Recipe:
Chicken Wild Rice Soup III Recipe - Allrecipes.com
7.55,ounce,rice
22.64,ounce,chicken breast
0.94,ounce,chicken bouillon
3.77,ounce,white onion
37.74,ounce,water
15.09,ounce,potato
11.32,ounce,milk
0.94,ounce,flour

Recipe:
Chicken Wings in Tomato Soup Recipe - Allrecipes.com
16.67,ounce,vegetable oil
25.0,ounce,chicken
27.08,ounce,tomato soup
25.0,ounce,water
4.17,ounce,red bell pepper
2.08,ounce,white onion

Recipe:
Chicken with Herb Dumplings Recipe - Allrecipes.com
1.62,ounce,shortening
0.36,ounce,salt
0.18,ounce,paprika
0.02,ounce,pepper
43.25,ounce,chicken
22.71,ounce,cream of chicken
31.72,ounce,milk
0.09,ounce,fresh parsley
0.05,ounce,italian seasoning

Recipe:
Chicken, Fennel and Mushroom Soup Recipe - Allrecipes.com
14.63,ounce,chicken breast
0.91,ounce,olive oil
0.3,ounce,butter
0.3,ounce,pepper
7.32,ounce,fennel
3.66,ounce,sherry
21.95,ounce,mushroom
3.66,ounce,red bell pepper
2.74,ounce,fresh parsley
14.63,ounce,buttermilk
7.32,ounce,half-and-half
21.95,ounce,water
0.61,ounce,chicken broth

Recipe:
Chicken, Rice and Vegetable Soup Recipe - Allrecipes.com
50.15,ounce,water
18.18,ounce,chicken broth
0.21,ounce,chicken breast
15.04,ounce,carrot
5.01,ounce,white onion
7.52,ounce,celery
0.42,ounce,chicken bouillon
3.34,ounce,rice
0.13,ounce,salt and pepper

Recipe:
Chicken, Spinach, and Potato Soup Recipe - Allrecipes.com
13.16,ounce,chicken thigh
13.16,ounce,chicken broth
26.32,ounce,water
1.23,ounce,olive oil
3.29,ounce,white onion
9.87,ounce,garlic
6.58,ounce,potato
13.16,ounce,garbanzo bean
8.22,ounce,spinach
3.29,ounce,red bell pepper
0.08,ounce,salt and pepper
1.64,ounce,parmesan cheese

Recipe:
Chicken, Tom Yum and Karengo Soup Recipe - Allrecipes.com
3.67,ounce,white onion
1.22,ounce,ginger
3.67,ounce,red bell pepper
0.31,ounce,celery
1.22,ounce,chile pepper
1.22,ounce,lemon grass
0.04,ounce,lime
0.61,ounce,oyster
1.22,ounce,soy sauce
69.67,ounce,chicken broth
15.89,ounce,chicken breast
0.02,ounce,salt
1.22,ounce,nori
0.03,ounce,vegetable oil

Recipe:
Chickpea and Eggplant  Stew Recipe - Allrecipes.com
0.34,ounce,olive oil
8.14,ounce,salami
2.71,ounce,white onion
2.71,ounce,red bell pepper
8.14,ounce,garlic
2.71,ounce,eggplant
0.34,ounce,tomato paste
5.43,ounce,coriander
0.07,ounce,salt and pepper
2.71,ounce,oregano
10.18,ounce,garbanzo bean
9.84,ounce,diced tomato
0.17,ounce,bay leaf
10.86,ounce,green onion
32.58,ounce,water
0.34,ounce,white vinegar
2.71,ounce,chile sauce

Recipe:
Chickpea and Pasta Soup Recipe - Allrecipes.com
0.79,ounce,olive oil
22.01,ounce,garlic
1.57,ounce,rosemary
25.16,ounce,crushed tomato
25.16,ounce,chicken broth
12.58,ounce,chickpea
12.58,ounce,fettuccine
0.16,ounce,salt and pepper

Recipe:
Chickpea and Tomato Soup Recipe - Allrecipes.com
0.77,ounce,olive oil
3.09,ounce,garlic
22.39,ounce,diced tomato
23.16,ounce,garbanzo bean
49.41,ounce,water
0.26,ounce,chicken bouillon
0.77,ounce,rosemary
0.15,ounce,salt and pepper

Recipe:
Chickpea Soup I Recipe - Allrecipes.com
1.27,ounce,olive oil
5.08,ounce,white onion
5.08,ounce,garlic
20.32,ounce,potato
30.48,ounce,chicken broth
0.32,ounce,bay leaf
0.21,ounce,basil
0.11,ounce,thyme
0.05,ounce,paprika
5.08,ounce,roma tomato
12.7,ounce,mixed vegetables
19.05,ounce,garbanzo bean
0.13,ounce,salt
0.13,ounce,pepper

Recipe:
Chickpea Soup II Recipe - Allrecipes.com
1.07,ounce,olive oil
4.28,ounce,white onion
2.14,ounce,garlic
4.28,ounce,red bell pepper
21.42,ounce,mushroom
0.09,ounce,oregano
0.09,ounce,fresh parsley
0.09,ounce,basil
0.11,ounce,red pepper
16.07,ounce,tomato puree
16.07,ounce,garbanzo bean
34.28,ounce,water

Recipe:
Chile Colorado Recipe - Allrecipes.com
21.62,ounce,green chile
14.41,ounce,water
48.05,ounce,pot roast
2.4,ounce,flour
0.3,ounce,salt
0.3,ounce,pepper
0.9,ounce,olive oil
2.4,ounce,yellow onion
9.61,ounce,stock

Recipe:
Chile Verde II Recipe - Allrecipes.com
26.13,ounce,pork tenderloin
0.54,ounce,vegetable oil
2.18,ounce,yellow onion
3.27,ounce,garlic
0.14,ounce,salt
0.03,ounce,pepper
0.14,ounce,cumin
39.2,ounce,chicken broth
8.71,ounce,chile pepper
4.36,ounce,jalapeno
2.18,ounce,red bell pepper
13.07,ounce,tomatillo
0.07,ounce,coriander

Recipe:
Chili - The Heat is On! Recipe - Allrecipes.com
2.86,ounce,vegetable oil
5.71,ounce,white onion
8.57,ounce,garlic
2.86,ounce,red bell pepper
8.57,ounce,serrano pepper
11.43,ounce,ground beef
11.43,ounce,ground pork
0.36,ounce,lime juice
0.71,ounce,chili powder
0.36,ounce,cayenne pepper
0.36,ounce,pepper
0.36,ounce,salt
22.86,ounce,beer
22.86,ounce,diced tomato
0.71,ounce,vegetable juice

Recipe:
Chili Bean Soup Recipe - Allrecipes.com
6.3,ounce,white onion
3.15,ounce,garlic
2.36,ounce,vegetable oil
50.39,ounce,vegetable broth
25.2,ounce,red kidney bean
6.3,ounce,chile pepper
3.15,ounce,tomato paste
0.79,ounce,soy sauce
0.79,ounce,worcestershire
0.39,ounce,brown sugar
0.39,ounce,lime juice
0.26,ounce,basil
0.26,ounce,oregano
0.26,ounce,cumin

Recipe:
Chili Casserole with Egg Noodles Recipe - Allrecipes.com
12.8,ounce,egg noodles
17.07,ounce,ground beef
4.27,ounce,white onion
6.4,ounce,garlic
40.53,ounce,tomato puree
1.07,ounce,water
8.53,ounce,red wine
0.53,ounce,cumin
0.18,ounce,oregano
0.09,ounce,cayenne pepper
8.53,ounce,cheddar cheese

Recipe:
Chili Cheese Soup Recipe - Allrecipes.com
3.95,ounce,white onion
2.96,ounce,celery
7.9,ounce,carrot
3.95,ounce,butter
3.95,ounce,flour
0.33,ounce,dry mustard
0.33,ounce,paprika
0.49,ounce,worcestershire
28.64,ounce,chicken broth
23.7,ounce,milk
7.9,ounce,chile pepper
0.08,ounce,liquid smoke
15.8,ounce,cheese

Recipe:
Chili Chicken Stew Recipe - Allrecipes.com
1.05,ounce,vegetable oil
4.19,ounce,red bell pepper
4.19,ounce,white onion
11.27,ounce,cream of chicken
30.39,ounce,chicken broth
0.17,ounce,chili powder
16.77,ounce,chicken
15.2,ounce,diced tomato
16.77,ounce,mixed vegetables

Recipe:
Chili Colorado Recipe - Allrecipes.com
3.43,ounce,flour
41.13,ounce,pork tenderloin
0.86,ounce,bacon drippings
0.86,ounce,vegetable oil
3.43,ounce,white onion
6.86,ounce,tomato puree
1.71,ounce,chili powder
0.29,ounce,cumin
0.14,ounce,garlic powder
0.17,ounce,pepper
41.13,ounce,water

Recipe:
Chili con Carne I Recipe - Allrecipes.com
13.49,ounce,pinto bean
0.42,ounce,salt
44.98,ounce,ground beef
2.25,ounce,white onion
1.12,ounce,garlic
26.99,ounce,diced tomato
9.0,ounce,tomato paste
1.5,ounce,chili powder
0.21,ounce,cumin
0.04,ounce,pepper

Recipe:
Chili con Carne II Recipe - Allrecipes.com
1.55,ounce,vegetable oil
4.97,ounce,white onion
2.49,ounce,chile pepper
6.21,ounce,garlic
19.89,ounce,ground beef
27.03,ounce,roma tomato
0.16,ounce,salt
0.1,ounce,pepper
0.47,ounce,cumin
0.16,ounce,chili powder
0.62,ounce,paprika
0.62,ounce,oregano
1.86,ounce,cinnamon stick
14.91,ounce,clove
18.95,ounce,red kidney bean

Recipe:
Chili con Carne III Recipe - Allrecipes.com
7.3,ounce,white onion
3.65,ounce,garlic
0.61,ounce,tomato paste
1.83,ounce,butter
1.83,ounce,flour
0.3,ounce,oregano
0.15,ounce,cumin
0.46,ounce,chili powder
26.47,ounce,roma tomato
29.21,ounce,ground beef
27.84,ounce,red kidney bean
0.18,ounce,salt
0.18,ounce,pepper

Recipe:
Chili Dogs Recipe - Allrecipes.com
14.48,ounce,ground beef
22.32,ounce,water
2.41,ounce,barbeque sauce
0.15,ounce,onion powder
0.11,ounce,garlic
0.11,ounce,chili powder
0.08,ounce,paprika
0.04,ounce,cayenne pepper
0.04,ounce,dry mustard
0.09,ounce,pepper
2.26,ounce,cornstarch
28.95,ounce,frankfurters
28.95,ounce,bun

Recipe:
Chili For Two Recipe - Allrecipes.com
10.43,ounce,ground beef
5.22,ounce,white onion
5.22,ounce,garlic
40.43,ounce,chili bean
37.83,ounce,diced tomato
0.65,ounce,chili powder
0.22,ounce,cumin

Recipe:
Chili I Recipe - Allrecipes.com
0.57,ounce,vegetable oil
4.55,ounce,white onion
3.41,ounce,garlic
9.1,ounce,ground beef
6.82,ounce,steak
8.24,ounce,diced tomato
0.57,ounce,beer
4.55,ounce,coffee
6.82,ounce,tomato paste
7.96,ounce,chicken broth
2.27,ounce,brown sugar
0.99,ounce,chili powder
0.28,ounce,cumin
0.28,ounce,baking cocoa
0.09,ounce,oregano
0.09,ounce,cayenne pepper
0.09,ounce,coriander
0.09,ounce,salt
34.11,ounce,red kidney bean
9.1,ounce,chile pepper

Recipe:
Chili I Recipe - Allrecipes.com
1.13,ounce,vegetable oil
18.04,ounce,ground beef
9.02,ounce,white onion
4.51,ounce,garlic
33.82,ounce,red kidney bean
31.57,ounce,crushed tomato
1.13,ounce,chili powder
0.56,ounce,white vinegar
0.11,ounce,salt
0.11,ounce,pepper

Recipe:
Chili II Recipe - Allrecipes.com
0.72,ounce,olive oil
22.93,ounce,ground beef
2.87,ounce,white onion
8.6,ounce,garlic
8.6,ounce,stock
2.87,ounce,red wine
0.72,ounce,balsamic vinegar
20.07,ounce,stewed tomato
20.07,ounce,roma tomato
0.72,ounce,tomato paste
10.75,ounce,black bean
0.03,ounce,cayenne pepper
0.36,ounce,chili powder
0.24,ounce,salt
0.07,ounce,pepper
0.07,ounce,oregano
0.07,ounce,sage
0.07,ounce,white sugar
0.18,ounce,bay leaf

Recipe:
Chili II Recipe - Allrecipes.com
28.13,ounce,ground beef
3.52,ounce,white onion
28.13,ounce,chili bean
13.19,ounce,tomato puree
8.79,ounce,chile pepper
12.75,ounce,diced tomato
0.88,ounce,vegetable juice
3.52,ounce,green chile
1.1,ounce,italian seasoning

Recipe:
Chili III Recipe - Allrecipes.com
18.92,ounce,ground beef
4.73,ounce,white onion
18.92,ounce,tomato puree
17.73,ounce,red kidney bean
18.92,ounce,potato
1.48,ounce,chili powder
0.39,ounce,salt
18.92,ounce,water

Recipe:
Chili in a Bread Bowl Recipe - Allrecipes.com
15.35,ounce,ground beef
7.67,ounce,white onion
15.35,ounce,red kidney bean
14.39,ounce,tomato puree
13.91,ounce,diced tomato
0.48,ounce,chili powder
0.08,ounce,garlic powder
0.48,ounce,cornmeal
5.12,ounce,water
1.92,ounce,butter
7.67,ounce,flour
1.92,ounce,parmesan cheese
0.32,ounce,baking powder
15.35,ounce,egg

Recipe:
Chili IV Recipe - Allrecipes.com
27.17,ounce,ground beef
0.57,ounce,vegetable oil
0.09,ounce,salt
11.89,ounce,onion soup
0.57,ounce,chili powder
0.38,ounce,cumin
0.09,ounce,pepper
6.79,ounce,tomato paste
9.06,ounce,tomato puree
33.96,ounce,red kidney bean
0.38,ounce,baking cocoa
9.06,ounce,carbonated

Recipe:
Chili Joe's for Kids Recipe - Allrecipes.com
1.46,ounce,olive oil
2.92,ounce,white onion
2.92,ounce,red bell pepper
35.04,ounce,ground beef
0.73,ounce,chili powder
17.52,ounce,roma tomato
17.52,ounce,water
21.9,ounce,red kidney bean

Recipe:
Chili Rick's Recipe - Allrecipes.com
17.82,ounce,tomato puree
17.2,ounce,diced tomato
4.92,ounce,white onion
0.15,ounce,italian seasoning
4.92,ounce,bacon
9.83,ounce,pork sausage
14.75,ounce,ground beef
9.83,ounce,barbeque sauce
1.23,ounce,chili powder
18.74,ounce,red kidney bean
0.61,ounce,baking chocolate

Recipe:
Chili Soup Recipe - Allrecipes.com
16.02,ounce,ground beef
4.01,ounce,white onion
2.67,ounce,potato
20.03,ounce,red kidney bean
14.35,ounce,tomato soup
21.36,ounce,vegetable juice
0.17,ounce,chili powder
21.36,ounce,water
0.03,ounce,salt

Recipe:
Chili Stew Recipe - Allrecipes.com
14.18,ounce,ground beef
3.55,ounce,white onion
3.55,ounce,red bell pepper
26.59,ounce,chili bean
14.18,ounce,red kidney bean
13.52,ounce,fresh corn
12.85,ounce,diced tomato
7.09,ounce,tomato puree
3.55,ounce,chile pepper
0.89,ounce,chili powder
0.07,ounce,salt

Recipe:
Chili Verde Stew Recipe - Allrecipes.com
32.64,ounce,pork tenderloin
1.36,ounce,vegetable oil
5.44,ounce,red bell pepper
5.44,ounce,white onion
0.11,ounce,garlic
5.44,ounce,red wine
21.76,ounce,diced tomato
10.88,ounce,salsa
2.72,ounce,green chile
0.23,ounce,cumin
0.11,ounce,white sugar
0.27,ounce,clove
2.72,ounce,fresh parsley
10.88,ounce,jalapeno

Recipe:
Chili with Ground Pork Recipe - Allrecipes.com
12.64,ounce,ground pork
0.79,ounce,olive oil
12.64,ounce,white onion
6.32,ounce,garlic
6.32,ounce,mushroom
11.45,ounce,refried bean
11.85,ounce,sweet pea
6.32,ounce,red bell pepper
22.12,ounce,tomato puree
3.16,ounce,chili powder
3.16,ounce,nutmeg
3.16,ounce,marjoram
0.08,ounce,salt

Recipe:
Chili with Pepperoni Recipe - Allrecipes.com
15.34,ounce,ground beef
5.75,ounce,white onion
24.92,ounce,cheese
11.5,ounce,water
0.32,ounce,white sugar
13.9,ounce,diced tomato
3.83,ounce,mushroom
1.92,ounce,pepper
0.48,ounce,beef bouillon
0.48,ounce,chili powder
13.9,ounce,red kidney bean
7.67,ounce,cheddar cheese

Recipe:
Chili With Pulled Beef & Pork for a Crowd Recipe - Allrecipes.com
27.18,ounce,pot roast
1.27,ounce,pork sparerib
1.7,ounce,vegetable oil
0.04,ounce,salt and pepper
0.71,ounce,cumin
3.4,ounce,chili powder
0.28,ounce,oregano
6.8,ounce,white onion
30.58,ounce,crushed tomato
0.85,ounce,garlic
0.85,ounce,baking chocolate
26.33,ounce,red kidney bean

Recipe:
Chili with Ziti Recipe - Allrecipes.com
29.17,ounce,ground beef
4.86,ounce,white onion
2.43,ounce,garlic
9.72,ounce,tomato puree
1.22,ounce,chili powder
0.1,ounce,oregano
0.1,ounce,cinnamon
18.23,ounce,red kidney bean
4.86,ounce,water
0.12,ounce,salt and pepper
19.45,ounce,fettuccine
9.72,ounce,cheddar cheese

Recipe:
Chili Without The Beans Recipe - Allrecipes.com
22.83,ounce,ground beef
2.85,ounce,white onion
2.85,ounce,garlic
10.7,ounce,tomato puree
20.69,ounce,diced tomato
22.83,ounce,water
17.12,ounce,potato
0.12,ounce,pepper

Recipe:
Chili-Flavored Turkey Stew With Hominy and Tomatoes Recipe - Allrecipes.com
1.12,ounce,olive oil
4.49,ounce,white onion
2.24,ounce,red bell pepper
2.24,ounce,garlic
2.24,ounce,chili powder
16.27,ounce,diced tomato
16.27,ounce,chicken broth
17.96,ounce,grits
35.91,ounce,turkey
0.11,ounce,salt and pepper
1.12,ounce,coriander

Recipe:
Chili-Stuffed Peppers Recipe - Allrecipes.com
31.86,ounce,red bell pepper
21.24,ounce,ground beef
5.31,ounce,white onion
19.91,ounce,chili bean
13.27,ounce,diced tomato
0.22,ounce,chili powder
0.11,ounce,salt
0.06,ounce,pepper
0.06,ounce,cayenne pepper
7.96,ounce,cheddar cheese

Recipe:
Chilled Banana and Coconut Soup Recipe - Allrecipes.com
42.11,ounce,banana
5.26,ounce,lemon
5.26,ounce,pineapple
10.53,ounce,yogurt
10.53,ounce,vanilla
2.63,ounce,rum
21.05,ounce,coconut milk
2.63,ounce,almond

Recipe:
Chilled Beet Soup Recipe - Allrecipes.com
38.71,ounce,sour cream
3.23,ounce,lemon juice
6.45,ounce,white onion
25.81,ounce,beet
25.81,ounce,ice

Recipe:
Chilled Cucumber Yogurt Soup Recipe - Allrecipes.com
33.74,ounce,cucumber
1.05,ounce,lemon juice
0.53,ounce,mint
16.87,ounce,dill
8.44,ounce,garlic
33.74,ounce,yogurt
1.05,ounce,olive oil
0.35,ounce,salt
4.22,ounce,raisin

Recipe:
Chilled Kale and Potato Soup Recipe - Allrecipes.com
33.2,ounce,chicken broth
22.13,ounce,water
11.07,ounce,potato
5.53,ounce,garlic
5.53,ounce,white onion
11.07,ounce,chile pepper
4.15,ounce,white wine
0.28,ounce,nutmeg
0.28,ounce,cinnamon
0.28,ounce,allspice
0.28,ounce,pepper
5.53,ounce,bacon
0.69,ounce,sage

Recipe:
Chilled Minty Coconut Melon Soup Recipe - Allrecipes.com
19.05,ounce,melon
38.1,ounce,coconut milk
4.76,ounce,melon liqueur
38.1,ounce,mint

Recipe:
Chilled Orange Borscht Recipe - Allrecipes.com
31.31,ounce,pickle
23.48,ounce,orange juice
2.94,ounce,lemon juice
15.66,ounce,sour cream
23.48,ounce,half-and-half
0.2,ounce,salt and pepper
2.94,ounce,chive

Recipe:
Chilled Pea Soup Recipe - Allrecipes.com
7.67,ounce,white onion
3.84,ounce,garlic
0.96,ounce,olive oil
46.04,ounce,pea
30.7,ounce,chicken broth
1.92,ounce,lemon juice
0.96,ounce,dill
0.16,ounce,salt
0.08,ounce,pepper
7.67,ounce,yogurt

Recipe:
Chilled Squash and Carrot Soup Recipe - Allrecipes.com
42.83,ounce,squash
25.87,ounce,chicken broth
14.28,ounce,carrot
7.14,ounce,white onion
0.07,ounce,salt
7.14,ounce,evaporated milk
2.68,ounce,sour cream

Recipe:
Chilled Strawberry Soup Recipe - Allrecipes.com
35.56,ounce,strawberry
35.56,ounce,milk
17.78,ounce,half-and-half
8.89,ounce,sour cream
2.22,ounce,white sugar

Recipe:
Chilled Tomato and Avocado Soup Recipe - Allrecipes.com
6.04,ounce,roma tomato
12.08,ounce,avocado
6.04,ounce,white onion
6.04,ounce,red bell pepper
3.02,ounce,lemon juice
48.34,ounce,vegetable juice
15.11,ounce,yogurt
0.15,ounce,salt
3.02,ounce,chive
0.15,ounce,cayenne pepper

Recipe:
Chilled Tomato Soup with Seared Scallops, Avocado, and Ripped Basil Recipe - Allrecipes.com
31.06,ounce,roma tomato
0.97,ounce,balsamic vinegar
4.85,ounce,avocado
0.16,ounce,salt
0.49,ounce,vegetable oil
62.13,ounce,scallop
0.1,ounce,pepper
0.24,ounce,basil

Recipe:
Chinese Chicken and Potato Soup Recipe - Allrecipes.com
31.5,ounce,potato
10.5,ounce,carrot
10.5,ounce,turnip
10.5,ounce,white onion
26.25,ounce,garlic
10.5,ounce,chicken leg
0.26,ounce,salt and pepper

Recipe:
Chinese Chicken Soup Recipe - Allrecipes.com
58.88,ounce,chicken broth
18.95,ounce,mixed vegetables
21.66,ounce,chicken
0.23,ounce,ginger
0.23,ounce,soy sauce
0.06,ounce,vegetable oil

Recipe:
Chinese Chicken Soup Recipe - Allrecipes.com
1.32,ounce,vegetable oil
0.11,ounce,turmeric
0.44,ounce,ginger
1.32,ounce,chili paste
21.12,ounce,chicken breast
42.24,ounce,chicken broth
0.44,ounce,white sugar
2.64,ounce,soy sauce
10.56,ounce,celery
3.96,ounce,spaghetti
10.56,ounce,lettuce
5.28,ounce,green onion

Recipe:
Chinese Corn Soup Recipe - Allrecipes.com
59.03,ounce,chicken broth
21.77,ounce,cream-style corn
2.95,ounce,butter
2.95,ounce,celery
5.9,ounce,white onion
1.11,ounce,flour
0.25,ounce,nutmeg
5.9,ounce,egg
0.15,ounce,pepper

Recipe:
Chinese Creamy Corn Soup Recipe - Allrecipes.com
11.33,ounce,chicken breast
0.71,ounce,sherry
0.06,ounce,salt
11.33,ounce,egg
20.88,ounce,cream-style corn
45.31,ounce,chicken broth
0.47,ounce,soy sauce
2.83,ounce,water
1.42,ounce,cornstarch
5.66,ounce,vegetarian burger

Recipe:
Chinese Egg Soup Recipe - Allrecipes.com
80.0,ounce,chicken broth
10.0,ounce,pea
10.0,ounce,egg

Recipe:
Chinese Ham Stew Recipe - Allrecipes.com
57.76,ounce,pork tenderloin
2.89,ounce,mushroom
1.81,ounce,soy sauce
14.44,ounce,garlic
23.1,ounce,water

Recipe:
Chinese Lion's Head Soup Recipe - Allrecipes.com
23.93,ounce,ground pork
5.98,ounce,egg
0.75,ounce,cornstarch
1.74,ounce,vegetable oil
0.75,ounce,ginger
0.06,ounce,vegetable protein
0.25,ounce,salt
11.96,ounce,green onion
5.98,ounce,cabbage
23.93,ounce,chicken broth
23.93,ounce,water
0.75,ounce,soy sauce

Recipe:
Chinese Shrimp and Tofu Soup Recipe - Allrecipes.com
0.89,ounce,vegetable oil
7.15,ounce,garlic
3.58,ounce,ginger
10.73,ounce,shrimp
57.23,ounce,chicken broth
14.31,ounce,tofu
4.77,ounce,pea
0.3,ounce,salt
0.15,ounce,pepper
0.89,ounce,cornstarch

Recipe:
Chinese Sizzling Rice Soup Recipe - Allrecipes.com
3.77,ounce,shrimp
3.77,ounce,chicken
5.03,ounce,egg
2.51,ounce,cornstarch
40.21,ounce,vegetable oil
30.16,ounce,chicken broth
1.26,ounce,mushroom
1.26,ounce,chestnut
1.26,ounce,bamboo shoot
3.35,ounce,green bean
0.1,ounce,salt
0.63,ounce,sherry
6.7,ounce,rice

Recipe:
Chinese Spicy Hot And Sour Soup Recipe - Allrecipes.com
17.47,ounce,mushroom
13.97,ounce,shiitake mushroom
27.95,ounce,chicken broth
2.33,ounce,bamboo shoot
2.33,ounce,ground pork
0.15,ounce,soy sauce
0.07,ounce,white sugar
0.15,ounce,salt
0.07,ounce,pepper
0.87,ounce,red wine vinegar
0.87,ounce,cornstarch
